CAT,CNT,POS,NAME,CRD,ANNOUNCED2,RUNS2,4S2,6S1,6S2,S/R1,S/R2,BALLS FACED1,30/50/100_1,30/50/100_2,DUCK1,DUCK2,OVERS BOWLED1,WICK1,WICK2,LBW/BOW BONUS1,LBW/BOW BONUS2,2/3/4/5 WICK BONUS1,2/3/4/5 WICK BONUS2,MAIDEN OVER1,MAIDEN OVER2,E/R1,E/R2,CATCH1,CATCH2,CATCH BONUS1,CATCH BONUS2,RUNOUT/STUMPING1,RUNOUT/STUMPING2,TOTAL,OPPOSITE TEAM,DT
WK,MI,1,ISK,9,4,48,3,4,8,137.14,2,35,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,1,4,0,0,97,DC,1
BT,MI,5,TDD,8.5,4,34,2,4,8,309.09,6,11,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,66,DC,1
AR,MI,6,RSH,7.5,4,13,2,0,0,216.67,0,6,0,0,0,0,2,2,50,0,0,2,0,0,0,14.5,-6,0,0,0,0,0,0,63,DC,1
BT,MI,3,DBV,8.5,4,37,1,3,6,112.12,0,33,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,DC,1
BW,MI,10,MMK,8,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,6.5,2,0,0,0,0,0,0,31,DC,0
AR,MI,7,DSM,8.5,4,0,0,0,0,0,0,1,0,0,0,0,4,1,25,0,0,1,0,0,0,7.5,0,0,0,0,0,0,0,29,DC,0
BT,MI,4,TVM,9.5,4,21,1,1,2,123.53,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,DC,0
BW,MI,11,RMD,8,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4.5,6,0,0,0,0,0,0,10,DC,0
BT,MI,2,RSM,8.5,4,2,0,0,0,15.38,-6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,8,DC,0
AR,MI,8,HSK,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,4,DC,0
AR,PBKS,5,LLS,9.5,4,49,2,5,10,222.73,6,22,30+,4,0,0,4,0,0,0,0,0,0,0,0,6.25,2,1,8,0,0,0,0,85,SRH,1
BW,PBKS,8,HBR,8,4,0,0,0,0,0,0,0,0,0,0,0,4,3,75,0,0,3,4,0,0,6.5,2,0,0,0,0,0,0,85,SRH,1
BW,PBKS,10,NEL,8,4,0,0,0,0,0,0,0,0,0,0,0,4,3,75,0,0,3,4,0,0,10,-2,0,0,0,0,0,0,81,SRH,1
BT,PBKS,2,SDW,9.5,4,39,2,2,4,121.88,0,32,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,69,SRH,1
WK,PBKS,6,JSM,8,4,19,3,1,2,271.43,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2,24,60,SRH,1
WK,PBKS,1,JBS,9,4,23,5,0,0,153.33,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,SRH,1
BT,PBKS,3,SKN,8,4,19,2,1,2,190,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,SRH,0
BW,PBKS,9,KRD,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,9.5,0,0,0,0,0,0,0,29,SRH,0
AR,PBKS,7,PMK,7.5,4,4,1,0,0,400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,17,SRH,0
BT,PBKS,4,MAG,8.5,4,1,0,0,0,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,13,SRH,0
BW,PBKS,11,ASH,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6.25,2,0,0,0,0,0,0,6,SRH,0
BW,SRH,11,FHQ,7.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,2,16,2,0,0,0,8,0,0,0,0,0,0,0,70,PBKS,1
AR,SRH,6,WSD,8,4,25,3,1,2,131.58,2,19,0,0,0,0,2,1,25,0,0,1,0,0,0,9.5,0,1,8,0,0,0,0,69,PBKS,1
BT,SRH,2,ASM,9,4,43,5,2,4,134.38,2,32,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,PBKS,1
AR,SRH,7,RSP,8,4,26,2,2,4,173.33,6,15,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,42,PBKS,1
BW,SRH,8,JST,8,4,0,0,0,0,0,0,1,0,0,1,0,4,1,25,0,0,1,0,0,0,9.5,0,1,8,0,0,0,0,37,PBKS,1
BT,SRH,3,RTP,9,4,20,1,1,2,111.11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,PBKS,0
AR,SRH,4,AMK,9.5,4,21,2,0,0,123.53,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,PBKS,0
BW,SRH,10,UMK,9,4,0,0,0,0,0,0,1,0,0,0,0,2.1,1,25,0,0,1,0,0,0,11.08,-4,0,0,0,0,0,0,25,PBKS,0
BT,SRH,1,PGG,8,4,4,0,0,0,57.14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,16,PBKS,0
WK,SRH,5,NPN,9,4,5,0,0,0,50,-4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,PBKS,0
BW,SRH,9,BKR,8.5,4,1,0,0,0,100,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,11,-2,0,0,0,0,0,0,3,PBKS,0
BT,GT,5,DML,9,4,68,3,5,10,178.95,6,38,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,RR,1
AR,GT,4,HPD,9.5,4,40,5,0,0,148.5,2,27,30+,4,0,0,2,1,25,1,8,1,0,0,0,7,2,0,0,0,0,0,0,90,RR,1
BT,GT,2,SGL,9,4,35,5,1,2,166.67,4,21,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,RR,1
WK,GT,3,MWD,8,4,35,6,0,0,116.67,0,30,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,RR,1
BW,GT,10,YDL,8,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,11.5,-4,0,0,0,0,1,6,31,RR,1
BW,GT,8,RSK,8,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,1075,-2,0,0,0,0,0,0,27,RR,1
BW,GT,11,MSM,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,10.75,-2,0,0,0,0,0,0,27,RR,1
