CAT,CNT,POS,NAME,CRD,ANNOUNCED2,RUNS2,4S2,6S1,6S2,S/R1,S/R2,BALLS FACED1,30/50/100_1,30/50/100_2,DUCK1,DUCK2,OVERS BOWLED1,WICK1,WICK2,LBW/BOW BONUS1,LBW/BOW BONUS2,2/3/4/5 WICK BONUS1,2/3/4/5 WICK BONUS2,MAIDEN OVER1,MAIDEN OVER2,E/R1,E/R2,CATCH1,CATCH2,CATCH BONUS1,CATCH BONUS2,RUNOUT/STUMPING1,RUNOUT/STUMPING2,TOTAL,OPPOSITE TEAM,DT
BT,CSK,5,RUT,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,SRH,0
BT,CSK,6,ARD,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,SRH,0
BW,CSK,7,SSH,7.5,4,15,1,0,0,107.14,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,SRH,0
AR,CSK,8,MST,8,4,0,0,0,0,0,0,0,0,0,0,0,3,1,25,0,0,1,0,0,0,12,-4,0,0,0,0,0,0,25,SRH,1
AR,CSK,9,DPT,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,8,1,0,0,0,10,-2,1,8,0,0,0,0,43,SRH,1
BW,CSK,10,MTK,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6.5,2,0,0,0,0,0,0,6,SRH,0
BW,CSK,11,MCD,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,4,100,1,8,4,8,0,0,11.5,-4,0,0,0,0,0,0,116,SRH,1
BT,SRH,1,ASM,8.5,4,39,5,1,2,162.5,4,24,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,CSK,1
BT,SRH,2,KWS,9,4,47,2,2,4,127.3,0,37,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,CSK,1
BT,SRH,3,RTP,9.5,4,0,0,0,0,0,0,1,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CSK,0
AR,SRH,4,AMK,9,4,17,0,2,4,170,4,10,0,0,0,0,3,0,0,0,0,0,0,0,0,12,-4,0,0,0,0,0,0,25,CSK,1
WK,SRH,5,NPN,9,4,64,3,6,12,193.94,6,33,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,CSK,1
AR,SRH,6,SSH,7.5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,-4,1,8,0,0,0,0,8,CSK,0
AR,SRH,7,WSD,8.5,4,2,0,0,0,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CSK,0
BW,SRH,8,MJS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,4,CSK,0
BW,SRH,9,BKR,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5.5,4,1,8,0,0,0,0,16,CSK,1
BW,SRH,10,TNJ,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,10.5,-2,0,0,0,0,0,0,52,CSK,1
BW,SRH,11,UMK,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,-4,1,8,0,0,0,0,8,CSK,0
WK,GT,1,WSH,8.5,4,21,3,1,2,123.53,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,PBKS,1
BT,GT,2,SGL,9,4,9,2,0,0,150,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,PBKS,0
BT,GT,3,SSS,8,4,65,5,1,2,130,2,50,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,PBKS,1
AR,GT,4,HPD,10,4,1,0,0,0,14.29,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,PBKS,0
BT,GT,5,DML,9,4,11,0,0,0,78.57,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,PBKS,0
AR,GT,6,RTW,8.5,4,11,0,0,0,84.62,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,PBKS,0
BW,GT,7,RKN,9,4,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,5.25,4,0,0,0,0,0,0,8,PBKS,0
BW,GT,8,PSG,8,4,2,0,0,0,40,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,11.5,-4,1,8,0,0,0,0,10,PBKS,0
BW,GT,9,AJS,8.5,4,4,0,0,0,80,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,8,PBKS,0
BW,GT,10,LFG,8.5,4,5,1,0,0,166.67,0,3,0,0,0,0,3,1,25,1,8,1,0,0,0,9.67,0,0,0,0,0,0,0,43,PBKS,1
BW,GT,11,MSM,9,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,10.75,-2,0,0,0,0,0,0,27,PBKS,1
WK,PBKS,1,JBS,8.5,4,1,0,0,0,16.67,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,GT,0
BT,PBKS,2,SDW,9.5,4,62,8,1,2,116.98,0,53,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,GT,1
BT,PBKS,3,BRP,8.5,4,40,5,1,2,142.86,2,28,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,GT,1
AR,PBKS,4,LLS,9.5,4,30,2,3,6,300,6,10,30+,4,0,0,2.3,1,25,0,0,1,0,0,0,6,2,1,8,0,0,0,0,87,GT,1
BT,PBKS,5,MAG,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,12,GT,0
WK,PBKS,6,JSM,8.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,20,GT,1
AR,PBKS,7,RDW,8,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,6.5,2,0,0,0,0,1,12,43,GT,1
BW,PBKS,8,RCR,9,4,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,7.33,0,0,0,0,0,0,0,4,GT,0
BW,PBKS,9,SSM,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4.25,6,1,8,0,0,0,0,18,GT,0
BW,PBKS,10,ASH,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,8,1,0,0,0,9,0,0,0,0,0,0,0,37,GT,1
BW,PBKS,11,KRD,9,4,0,0,0,0,0,0,0,0,0,0,0,4,4,100,0,0,4,8,0,0,8.25,0,1,8,0,0,0,0,120,GT,1
BT,BLR,1,VKL,8.5,4,30,3,1,2,90.91,0,33,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,59,CSK,1
BT,BLR,2,FDP,9.5,4,38,4,1,2,172.73,6,22,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,CSK,1
AR,BLR,3,GMW,9,4,3,0,0,0,100,0,3,0,0,0,0,4,2,50,1,8,2,0,0,0,5.5,4,0,0,0,0,0,0,69,CSK,1
BT,BLR,4,MLR,8,4,42,3,2,4,155.56,4,27,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,CSK,1
BT,BLR,5,RPT,8,4,21,1,1,2,140,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,38,CSK,0
WK,BLR,6,DKR,9,4,26,1,2,4,152.94,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,CSK,1
BW,BLR,7,WHG,9.5,4,0,0,0,0,0,0,1,0,0,1,0,3,1,25,0,0,1,0,0,0,10.33,-2,0,0,0,0,0,0,27,CSK,0
AR,BLR,8,SAD,8.5,4,1,0,0,0,50,0,2,0,0,0,0,3,1,25,0,0,1,0,0,0,9,0,1,8,0,0,0,0,38,CSK,0
BW,BLR,9,HPL,9,4,0,0,0,0,0,0,0,0,0,1,0,4,3,75,0,0,3,4,0,0,8.75,0,0,0,0,0,0,0,83,CSK,1
BW,BLR,10,MSJ,8,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,-2,1,8,0,0,0,0,10,CSK,0
BW,BLR,11,JHW,9,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,4.75,6,0,0,0,0,0,0,35,CSK,1
BT,CSK,1,RGD,9,4,28,3,1,2,121.74,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,53,BLR,1
BT,CSK,2,DCY,8.5,4,56,6,2,4,151.35,4,37,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,88,BLR,1
BT,CSK,3,RUT,9,4,1,0,0,0,33.33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,BLR,0
BT,CSK,4,ARD,9,4,10,0,1,2,125,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,BLR,0
AR,CSK,5,MAL,8.5,4,34,2,2,4,125.93,0,27,30+,4,0,0,4,2,50,1,8,2,0,0,0,7,2,0,0,0,0,0,0,108,BLR,1
AR,CSK,6,RJD,9,4,3,0,0,0,60,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,1,8,0,0,0,0,19,BLR,0
WK,CSK,7,MSD,8.5,4,2,0,0,0,66.67,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,BLR,0
AR,CSK,8,DPT,8.5,4,13,1,1,2,162.5,0,8,0,0,0,0,3,1,25,0,0,1,0,0,0,14,-6,0,0,0,0,1,6,45,BLR,0
BW,CSK,9,SSH,7.5,4,2,0,0,0,100,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,10.5,-2,0,0,0,0,0,0,4,BLR,0
BW,CSK,10,MCD,8.5,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,-2,1,8,0,0,0,0,10,BLR,0
BW,CSK,11,MTK,8.5,4,7,0,1,2,175,0,4,0,0,0,0,4,3,75,1,8,3,4,0,0,6.75,2,0,0,0,0,0,0,102,BLR,1
BT,DC,2,DWN,10,4,92,12,3,6,158.62,4,58,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,SRH,1
BT,DC,5,RPW,8.5,4,67,3,6,12,191.43,6,35,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,108,SRH,1
BW,DC,11,KAD,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,3,75,0,0,3,4,0,0,7.5,0,0,0,0,0,0,0,83,SRH,1
BW,DC,8,STK,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,11,-2,1,8,0,0,0,0,60,SRH,1
BW,DC,9,KYD,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,8,1,0,0,0,10,-2,2,16,0,0,0,0,51,SRH,1
WK,DC,4,RPT,9,4,26,1,3,6,162.5,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,49,SRH,1
BT,DC,3,MMR,8.5,4,10,2,0,0,142.86,0,7,0,0,0,0,4,1,25,0,0,1,0,0,0,9,0,0,0,0,0,0,0,41,SRH,0
BW,DC,10,ANJ,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,8.75,0,1,8,0,0,0,0,37,SRH,0
BT,DC,7,RPL,7.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,12,SRH,0
AR,DC,6,LYD,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,SRH,0
BT,DC,1,MSH,8,4,0,0,0,0,0,0,5,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SRH,0
WK,SRH,5,NPN,9,4,62,2,6,12,182.35,6,34,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,102,DC,1
AR,SRH,4,AMK,9,4,42,4,3,6,168,4,25,30+,4,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,64,DC,1
BW,SRH,10,BKR,8.5,4,5,1,0,0,166.67,0,3,0,0,0,0,4,1,25,0,0,1,0,1,12,6.25,2,0,0,0,0,0,0,49,DC,1
BW,SRH,8,SGP,8.5,4,9,2,0,0,128.57,0,7,0,0,0,0,3,1,25,1,8,1,0,0,0,11.33,-4,0,0,0,0,0,0,44,DC,1
BW,SRH,7,SAB,8,4,7,0,1,2,140,0,5,0,0,0,0,4,1,25,0,0,1,0,0,0,11.75,-4,1,8,0,0,0,0,42,DC,1
BT,SRH,3,RTP,9,4,22,2,1,2,122.22,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,DC,0
BT,SRH,6,SSH,7.5,4,10,2,0,0,166.67,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,DC,0
BT,SRH,1,ASM,9,4,7,1,0,0,116.67,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,DC,0
BW,SRH,9,KTY,8,4,7,1,0,0,140,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,9.25,0,0,0,0,0,0,0,12,DC,0
BT,SRH,2,KWS,9,4,4,1,0,0,36.36,-6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,DC,0
BW,SRH,11,UMK,9,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,-6,0,0,0,0,0,0,-2,DC,0
WK,GT,1,WSH,8.5,4,55,6,2,4,137.5,2,40,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,MI,1
BT,GT,2,SGL,9,4,52,6,2,4,144.44,2,36,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,MI,1
AR,GT,3,HPD,10,4,24,4,0,0,171.43,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,50,MI,1
BT,GT,4,SSS,8,4,14,1,1,2,127.27,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,MI,0
BT,GT,5,DML,9,4,19,1,1,2,135.71,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,MI,0
AR,GT,6,RTW,8.5,4,3,0,0,0,75,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,MI,0
BW,GT,7,RKN,9,4,1,0,0,0,100,0,1,0,0,0,0,4,2,50,2,16,2,0,0,0,6,2,3,24,1,4,0,0,101,MI,1
BW,GT,8,PSG,8,4,0,0,0,0,0,0,0,0,0,0,0,3,1,25,0,0,1,0,0,0,7.67,0,0,0,0,0,0,0,29,MI,1
BW,GT,9,AJS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,10.25,-2,0,0,0,0,0,0,27,MI,0
BW,GT,10,LFG,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,8.5,0,0,0,0,0,0,0,29,MI,0
BW,GT,11,MSM,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10.5,-2,0,0,0,0,0,0,2,MI,0
BT,MI,1,RSM,8.5,4,43,5,2,4,153.57,4,28,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,GT,1
WK,MI,2,ISK,8.5,4,45,5,1,2,155.17,4,29,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,82,GT,1
BT,MI,3,SYD,10,4,13,0,1,2,118.18,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,GT,0
BT,MI,4,KPD,8.5,4,4,0,0,0,28.87,-6,14,0,0,0,0,2,1,25,0,0,1,0,0,0,6.5,2,1,8,0,0,0,0,37,GT,1
BT,MI,5,TVM,9.5,4,21,2,0,0,131.25,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,35,GT,1
BT,MI,6,TDD,8.5,4,44,2,4,8,209.52,6,21,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,GT,1
AR,MI,7,DSM,8.5,4,0,0,0,0,0,0,2,0,0,1,-2,3,0,0,0,0,0,0,0,0,6,2,1,8,0,0,0,0,12,GT,0
BW,MI,8,MAS,8,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,7.25,0,0,0,0,0,0,0,54,GT,1
BW,MI,9,KKT,8,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9.67,0,0,0,0,0,0,0,4,GT,0
BW,MI,10,JBR,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,-4,0,0,0,0,0,0,0,GT,0
BW,MI,11,RMD,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,GT,0
WK,RR,2,JBT,11,4,30,5,1,2,187.5,6,16,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,67,PBKS,1
BT,RR,4,DPK,8.5,4,31,3,0,0,96.88,0,32,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,PBKS,1
WK,RR,3,SSS,9,4,23,4,0,0,191.67,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,PBKS,0
BT,RR,1,YJS,8,4,68,9,2,4,165.85,4,41,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,PBKS,1
AR,RR,5,RPG,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,PBKS,0
BT,RR,6,SHT,8.5,4,31,3,2,4,193.75,6,16,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,PBKS,1
AR,RR,7,RAS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,8,0,0,0,0,0,0,0,29,PBKS,0
BW,RR,8,TBT,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,12,9,0,0,0,0,0,0,0,16,PBKS,0
BW,RR,9,KSN,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10.5,-2,0,0,0,0,0,0,2,PBKS,0
BW,RR,10,PKS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,8,1,0,0,0,12,-4,0,0,0,0,0,0,33,PBKS,1
BW,RR,11,YCL,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,3,75,2,16,3,4,0,0,7,2,0,0,0,0,0,0,101,PBKS,1
BT,PBKS,1,SDW,9.5,4,12,2,0,0,75,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,26,RR,0
BT,PBKS,2,MAG,8.5,4,15,2,0,0,115.38,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,29,RR,0
WK,PBKS,3,JBS,8.5,4,56,8,1,2,140,2,40,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,RR,1
AR,PBKS,4,LLS,9.5,4,22,1,2,4,157.14,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,8,0,0,0,0,43,RR,1
WK,PBKS,5,JSM,8,4,38,4,2,4,211.11,6,18,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,RR,1
BT,PBKS,6,BRP,8.5,4,27,2,2,4,150`,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,47,RR,1
AR,PBKS,7,RDW,8,4,5,1,0,0,250,0,2,0,0,0,0,3,1,25,0,0,1,0,0,0,8.33,0,0,0,0,0,0,0,35,RR,0
BW,PBKS,8,RCR,9,4,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,10.64,-2,0,0,0,0,0,0,2,RR,0
BW,PBKS,9,SSM,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10.25,-2,0,0,0,0,0,0,2,RR,0
BW,PBKS,10,ASH,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,7.25,0,0,0,0,0,0,0,54,RR,1
BW,PBKS,11,KRD,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,12.5,-6,0,0,0,0,0,0,23,RR,1
WK,KOL,1,BIJ,8,4,0,0,0,0,0,0,6,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,14,LKN,0
BT,KOL,2,AFC,8.5,4,14,1,0,0,100,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,27,LKN,0
BT,KOL,3,SIY,9.5,4,6,1,0,0,66.67,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,1,0,1,12,39,LKN,0
BT,KOL,4,NRN,9,4,2,0,0,0,18.18,-6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LKN,0
BT,KOL,5,RSH,8,4,6,0,0,0,60,-2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,16,LKN,0
AR,KOL,6,ARL,10,4,45,3,5,10,236.84,6,19,30+,4,0,0,3,2,50,0,0,2,0,0,0,7.33,0,0,0,0,0,0,0,122,LKN,1
AR,KOL,7,SNN,8.5,4,22,3,1,2,183.33,6,12,0,0,0,0,4,1,25,0,0,1,0,0,0,5,4,0,0,0,0,0,0,66,LKN,1
AR,KOL,8,ASR,8,4,0,0,0,0,0,0,2,0,0,1,-2,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,LKN,0
BW,KOL,9,HRN,7.5,4,2,0,0,0,200,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,13.5,-6,0,0,0,0,0,0,0,LKN,0
BW,KOL,10,TST,8.5,4,0,0,0,0,0,0,1,0,0,1,0,4,1,25,0,0,1,0,0,0,7,2,0,0,0,0,0,0,31,LKN,0
BW,KOL,11,SMV,8,4,1,0,0,0,50,0,2,0,0,0,0,4,1,25,0,0,1,0,0,0,12.5,-6,1,8,0,0,0,0,32,LKN,1
WK,LKN,1,QDK,9,4,50,4,3,6,172.41,6,29,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,94,KOL,1
WK,LKN,2,LRL,10.5,4,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,KOL,0
BT,LKN,3,DHD,9,4,41,4,2,4,151.85,4,27,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,KOL,1
BT,LKN,4,MST,8.5,4,28,1,3,6,200,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,KOL,1
AR,LKN,5,KPY,9,4,25,2,0,0,92.59,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,47,KOL,1
BT,LKN,6,ABD,8,4,15,0,0,0,83.33,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,1,6,41,KOL,0
AR,LKN,7,JHD,8.5,4,13,0,2,4,325,0,4,0,0,0,0,2.3,3,75,0,0,3,4,0,0,12.4,-6,1,8,0,0,1,6,108,KOL,1
BW,LKN,8,AKN,8.5,4,0,0,0,0,0,0,0,0,0,0,0,3,3,75,1,8,3,4,1,12,6.33,2,1,8,0,0,0,0,113,KOL,1
BW,LKN,9,DCR,8.5,4,0,0,0,0,0,0,1,0,0,1,0,3,1,25,0,0,1,0,0,0,4.67,6,0,0,0,0,0,0,35,KOL,0
BW,LKN,10,MKN,8.5,4,0,0,0,0,0,0,0,0,0,0,0,3,1,25,0,0,1,0,1,12,2,6,0,0,0,0,0,0,47,KOL,1
BW,LKN,11,RBS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,3,1,25,0,0,1,0,0,0,10,-2,0,0,0,0,0,0,27,KOL,0
BT,BLR,1,VKL,8.5,4,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,10,SRH,0
BT,BLR,2,FDP,9.5,4,73,8,2,4,146,2,50,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,107,SRH,1
AR,BLR,3,GMW,9,4,33,3,2,4,137.5,2,24,30+,4,0,0,2,1,25,1,8,1,0,0,0,6.5,2,1,8,0,0,0,0,93,SRH,1
BT,BLR,4,MLR,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,8,0,0,0,0,12,SRH,0
BT,BLR,5,RPT,8,4,48,4,2,4,126.32,0,38,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,72,SRH,1
WK,BLR,6,DKR,9,4,30,1,4,8,375,0,8,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,59,SRH,1
BW,BLR,7,WHG,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,5,125,1,8,5,16,1,12,4.5,6,0,0,0,0,0,0,171,SRH,1
AR,BLR,8,SAD,8.5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,-2,1,8,0,0,1,12,22,SRH,0
BW,BLR,9,HPL,9,4,0,0,0,0,0,0,0,0,0,0,0,3.2,1,25,0,0,1,0,0,0,6,2,0,0,0,0,0,0,31,SRH,1
BW,BLR,10,MSJ,8.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,SRH,0
BW,BLR,11,JHW,9,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,4.25,6,0,0,0,0,0,0,60,SRH,1
BT,SRH,1,ASM,9,4,0,0,0,0,0,0,3,0,0,1,-2,2,0,0,0,0,0,0,0,0,6.5,2,0,0,0,0,0,0,4,BLR,0
BT,SRH,2,KWS,9,4,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,10,BLR,0
BT,SRH,3,RTP,9,4,58,6,2,4,156.76,4,37,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,92,BLR,1
